"","JULDAY","TIME","D0cm","D2.5cm","D5cm","D10cm","D15cm","D20cm","D30cm","D50cm","D100cm","D200cm"
"88",105,900,24.8707370758057,23.1455554962158,20.1251049041748,13.81396484375,9.92433643341064,8.02892398834229,7.23398160934448,6.22858762741089,5.85899209976196,7.7416672706604
"89",105,960,19.8714656829834,20.6468753814697,19.4306488037109,14.4563055038452,10.6012210845947,8.41373062133789,7.26271486282349,6.23987817764282,5.86218690872192,7.7416672706604
"90",105,1020,13.5561304092407,17.0465335845947,17.7190322875977,14.5905923843384,11.1222038269043,8.80731105804443,7.31225490570068,6.25148916244507,5.86539793014526,7.7416672706604
"91",105,1080,7.52746152877808,12.8717918395996,15.2186651229858,14.195948600769,11.4282121658325,9.17017555236816,7.38012981414795,6.263671875,5.86862564086914,7.7416672706604
"92",105,1140,4.04767036437988,9.44528293609619,12.4783725738525,13.3507881164551,11.4886426925659,9.46532344818115,7.46182441711426,6.27662563323975,5.87187194824219,7.7416672706604
"93",105,1200,3.17013764381409,7.27116394042969,10.2446794509888,12.2821464538574,11.3230314254761,9.66537284851074,7.55130004882812,6.29047822952271,5.87513971328735,7.7416672706604
"94",105,1260,2.47701787948608,5.96815824508667,8.64945602416992,11.2185506820679,10.9996585845947,9.76056289672852,7.64194297790527,6.30527019500732,5.87842988967896,7.7416672706604
"95",105,1320,1.97039031982422,5.04509115219116,7.48142910003662,10.2630281448364,10.5932655334473,9.75897121429443,7.72770404815674,6.320960521698,5.88174486160278,7.7416672706604
"96",105,1380,1.76870834827423,4.32803058624268,6.59050750732422,9.43239402770996,10.1559591293335,9.67869853973389,7.80387878417969,6.33743572235107,5.88508749008179,7.7416672706604
"97",135,0,7.27193689346313,10.1647577285767,12.7141284942627,16.10959815979,17.1834964752197,16.7888565063477,14.4389209747314,12.4896326065063,11.8409423828125,7.7416672706604
"98",135,60,6.97413349151611,9.66352272033691,11.9853239059448,15.3111734390259,16.6424541473389,16.5695648193359,14.5155410766602,12.512547492981,11.8375091552734,7.7416672706604
"99",135,120,6.55467653274536,9.3180103302002,11.4030275344849,14.6267795562744,16.1304321289062,16.3158130645752,14.5717105865479,12.5359001159668,11.8341455459595,7.7416672706604
"100",135,180,6.76513862609863,8.95983695983887,10.9420900344849,14.0379276275635,15.6527404785156,16.0430393218994,14.6076984405518,12.5594100952148,11.8308515548706,7.7416672706604
"101",135,240,6.7314510345459,8.72385597229004,10.5628709793091,13.5292482376099,15.2108373641968,15.7625532150269,14.6245393753052,12.5828161239624,11.8276300430298,7.7416672706604
"102",135,300,6.98630905151367,8.63021373748779,10.2760677337646,13.0900640487671,14.8043508529663,15.4823207855225,14.6237382888794,12.6058750152588,11.8244771957397,7.7416672706604
"103",135,360,10.471529006958,9.68009471893311,10.3664798736572,12.7447443008423,14.4355535507202,15.2080249786377,14.6070556640625,12.6283731460571,11.8213920593262,7.7416672706604
"104",135,420,15.6608104705811,12.4033517837524,11.4187850952148,12.652795791626,14.1329441070557,14.9465637207031,14.5764417648315,12.6501235961914,11.8183746337891,7.7416672706604
"105",135,480,21.9179210662842,16.2396697998047,13.4707565307617,12.974175453186,13.9595613479614,14.7131319046021,14.5342979431152,12.6709699630737,11.8154201507568,7.7416672706604
"106",135,540,28.3343811035156,20.7089557647705,16.2891788482666,13.7651033401489,13.9777688980103,14.532190322876,14.4840135574341,12.6907987594604,11.8125247955322,7.7416672706604
"107",135,600,33.7262573242188,25.3034324645996,19.5459079742432,14.9907579421997,14.2248315811157,14.4314546585083,14.4302797317505,12.7095508575439,11.8096904754639,7.7416672706604
"108",135,660,38.2508087158203,29.2422027587891,22.8538799285889,16.5414981842041,14.7046422958374,14.4346561431885,14.3789358139038,12.7272386550903,11.8069114685059,7.7416672706604
"109",135,720,40.8224678039551,32.3662414550781,25.8140449523926,18.2552070617676,15.3864345550537,14.5556516647339,14.3364448547363,12.7439565658569,11.8041858673096,7.7416672706604
"110",135,780,41.3025932312012,34.3161125183105,28.1740818023682,19.9639663696289,16.2128429412842,14.7949876785278,14.3091268539429,12.7598819732666,11.8015098571777,7.7416672706604
"111",135,840,39.6825904846191,34.8039283752441,29.6652946472168,21.4996395111084,17.1108798980713,15.1397953033447,14.3023614883423,12.7752666473389,11.7988834381104,7.7416672706604
"112",135,900,36.1691932678223,33.7053680419922,30.108829498291,22.7032012939453,17.9973850250244,15.5651979446411,14.3199100494385,12.7904233932495,11.7963037490845,7.7416672706604
"113",135,960,30.727954864502,31.1481342315674,29.4160861968994,23.4435482025146,18.7868633270264,16.0365905761719,14.3634061813354,12.8056898117065,11.7937726974487,7.7416672706604
"114",135,1020,24.2744083404541,27.4109764099121,27.6520214080811,23.6352062225342,19.4005146026611,16.5129432678223,14.4320631027222,12.8214044570923,11.7912883758545,7.7416672706604
"115",135,1080,17.6125946044922,22.9415111541748,25.0351333618164,23.2596168518066,19.7769908905029,16.9511318206787,14.5226249694824,12.8378763198853,11.7888536453247,7.7416672706604
"116",135,1140,12.0119152069092,18.3767127990723,21.9115505218506,22.3701953887939,19.882043838501,17.3111457824707,14.6296234130859,12.8553457260132,11.7864685058594,7.7416672706604
"117",135,1200,10.2447605133057,15.0187215805054,18.9107685089111,21.1135520935059,19.7169704437256,17.5614471435547,14.7459201812744,12.8739681243896,11.7841377258301,7.7416672706604
"118",135,1260,8.66198348999023,13.1974544525146,16.6626453399658,19.7646522521973,19.3351573944092,17.6853809356689,14.863543510437,12.8937902450562,11.7818641662598,7.7416672706604
"119",135,1320,8.02867889404297,11.9191513061523,15.0551815032959,18.5158977508545,18.8258018493652,17.6867694854736,14.9748554229736,12.914755821228,11.7796478271484,7.7416672706604
"120",135,1380,7.7735710144043,10.9613494873047,13.8579273223877,17.4231777191162,18.2634696960449,17.585147857666,15.073655128479,12.9367189407349,11.7774925231934,7.7416672706604
"121",166,0,12.2710313796997,16.1341285705566,18.7717914581299,22.4410171508789,23.5534553527832,23.0569972991943,20.340991973877,17.9661979675293,16.9320163726807,7.7416672706604
"122",166,60,12.6100883483887,15.4688520431519,17.9756507873535,21.5504760742188,22.9491119384766,22.8103332519531,20.4277400970459,17.9932670593262,16.9231014251709,7.7416672706604
"123",166,120,12.4772539138794,15.0443544387817,17.3418369293213,20.790958404541,22.3781661987305,22.5252933502197,20.4910621643066,18.020788192749,16.9142932891846,7.7416672706604
"124",166,180,12.2202730178833,14.7487564086914,16.8319072723389,20.1412220001221,21.846981048584,22.2195701599121,20.5313358306885,18.0484390258789,16.9055843353271,7.7416672706604
"125",166,240,12.1627559661865,14.509557723999,16.4224185943604,19.5825023651123,21.3572158813477,21.9060821533203,20.5498237609863,18.0759162902832,16.8969802856445,7.7416672706604
"126",166,300,13.4488534927368,14.665789604187,16.1906051635742,19.108699798584,20.908763885498,21.5938758850098,20.5483322143555,18.1029434204102,16.8884754180908,7.7416672706604
"127",166,360,17.6741180419922,16.1731700897217,16.528356552124,18.7836875915527,20.510913848877,21.2900104522705,20.5289630889893,18.1292724609375,16.880069732666,7.7416672706604
"128",166,420,23.5194911956787,19.2518463134766,17.8898067474365,18.7771854400635,20.2042274475098,21.0047264099121,20.4941139221191,18.1546878814697,16.8717632293701,7.7416672706604
"129",166,480,29.7124938964844,23.4405517578125,20.2160358428955,19.2257442474365,20.0555458068848,20.7574329376221,20.4468536376953,18.1790256500244,16.8635501861572,7.7416672706604
"130",166,540,36.2021789550781,28.1540775299072,23.2664928436279,20.1600818634033,20.1229419708252,20.5755023956299,20.3914184570312,18.2021656036377,16.8554286956787,7.7416672706604
"131",166,600,41.6863136291504,32.8315849304199,26.7029552459717,21.5287494659424,20.4364166259766,20.4874401092529,20.3333988189697,18.2240524291992,16.8473949432373,7.7416672706604
"132",166,660,45.760425567627,36.9117240905762,30.1079330444336,23.2052955627441,20.9914932250977,20.5158882141113,20.2794742584229,18.244722366333,16.8394451141357,7.7416672706604
"133",166,720,48.7123603820801,39.9851341247559,33.1481971740723,25.0226821899414,21.7495994567871,20.6720790863037,20.2367496490479,18.2642955780029,16.8315773010254,7.7416672706604
"134",166,780,49.225269317627,41.9532661437988,35.5484962463379,26.8134136199951,22.6483631134033,20.9532871246338,20.2119522094727,18.2829990386963,16.8237857818604,7.7416672706604
"135",166,840,47.5025863647461,42.4421043395996,37.0627479553223,28.4118461608887,23.6116790771484,21.3433742523193,20.2106151580811,18.3011302947998,16.816068649292,7.7416672706604
"136",166,900,44.016170501709,41.3725700378418,37.5107727050781,29.6588611602783,24.5543785095215,21.8145408630371,20.2364158630371,18.3190383911133,16.8084278106689,7.7416672706604
"137",166,960,38.6318778991699,38.798225402832,36.8309364318848,30.4297466278076,25.3901329040527,22.3296813964844,20.290714263916,18.3371067047119,16.8008594512939,7.7416672706604
"138",166,1020,32.0942077636719,35.0129737854004,35.0468826293945,30.6376094818115,26.0401401519775,22.8459072113037,20.3722915649414,18.3557147979736,16.7933673858643,7.7416672706604
"139",166,1080,25.206241607666,30.44358253479,32.3780937194824,30.2604579925537,26.441837310791,23.3185882568359,20.4773635864258,18.3751983642578,16.7859516143799,7.7416672706604
"140",166,1140,19.0407199859619,25.6563682556152,29.1411247253418,29.3468284606934,26.5595149993896,23.7063884735107,20.5998401641846,18.3958168029785,16.7786121368408,7.7416672706604
"141",166,1200,16.0177516937256,21.7904205322266,25.8953399658203,28.0284442901611,26.3912830352783,23.9764881134033,20.7319278717041,18.4177360534668,16.771354675293,7.7416672706604
"142",166,1260,15.0239744186401,19.3735809326172,23.3080730438232,26.5583343505859,25.9836349487305,24.1104164123535,20.8649406433105,18.4409961700439,16.7641830444336,7.7416672706604
"143",166,1320,13.7087593078613,18.0041217803955,21.4418544769287,25.1654472351074,25.4244613647461,24.109884262085,20.9904766082764,18.4655361175537,16.7570972442627,7.7416672706604
"144",166,1380,13.2160873413086,16.9606132507324,20.079029083252,23.939905166626,24.7986736297607,23.9943618774414,21.1015911102295,18.4911766052246,16.7501010894775,7.7416672706604
"145",196,0,15.9164705276489,19.1509265899658,21.9193668365479,25.6077995300293,26.721773147583,26.1902465820312,23.3235301971436,20.7576446533203,19.5291309356689,7.7416672706604
"146",196,60,15.6957197189331,18.5721206665039,21.0980587005615,24.6979465484619,26.0981101989746,25.9307556152344,23.4142398834229,20.7865562438965,19.5173397064209,7.7416672706604
"147",196,120,15.5567770004272,18.1383838653564,20.4517612457275,23.9218139648438,25.5102691650391,25.6331691741943,23.4801940917969,20.8159294128418,19.5056591033936,7.7416672706604
"148",196,180,15.8503856658936,17.7299766540527,19.9429035186768,23.2575950622559,24.9642429351807,25.315580368042,23.5219230651855,20.8454113006592,19.4941005706787,7.7416672706604
